HivePath,HiveType,Description,Category,KeyPath,ValueName,ValueType,ValueData,ValueData2,ValueData3,Comment,Recursive,Deleted,LastWriteTimestamp,PluginDetailFile
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM,System,Services,ASEP,ROOT\ControlSet001\Services,None,(plugin),"Name: .NET Data Provider for SqlServer Desc: ","Image path: ServiceDLL: ","Name last write: 2017-09-29 13:47:03.9470010 Parameters last write: ",,True,False,2018-04-06 12:42:31.8431328,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20210117153048_Services_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Windows_System32_config_SYSTEM.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM,System,Services,ASEP,ROOT\ControlSet001\Services,None,(plugin),"Name: .NET Memory Cache 4.0 Desc: ","Image path: ServiceDLL: ","Name last write: 2017-09-29 13:47:03.9470010 Parameters last write: ",,True,False,2018-04-06 12:42:31.8431328,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20210117153048_Services_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Windows_System32_config_SYSTEM.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM,System,Services,ASEP,ROOT\ControlSet001\Services,None,(plugin),"Name: .NETFramework Desc: ","Image path: ServiceDLL: ","Name last write: 2017-09-29 13:47:03.9470010 Parameters last write: ",,True,False,2018-04-06 12:42:31.8431328,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20210117153048_Services_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Windows_System32_config_SYSTEM.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM,System,Services,ASEP,ROOT\ControlSet001\Services,None,(plugin),"Name: 1394ohci Desc: ","Image path:\SystemRoot\System32\drivers\1394ohci.sys ServiceDLL: ","Name last write: 2017-09-29 13:46:10.4271180 Parameters last write: ",,True,False,2018-04-06 12:42:31.8431328,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20210117153048_Services_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Windows_System32_config_SYSTEM.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM,System,Services,ASEP,ROOT\ControlSet001\Services,None,(plugin),"Name: 3ware Desc: ","Image path:System32\drivers\3ware.sys ServiceDLL: ",Name last write: 2018-03-27 12:11:29.6794612 Parameters last write: 2017-09-29 13:46:10.4739968,,True,False,2018-04-06 12:42:31.8431328,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20210117153048_Services_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Windows_System32_config_SYSTEM.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM,System,Services,ASEP,ROOT\ControlSet001\Services,None,(plugin),"Name: ACPI Desc: ","Image path:System32\drivers\ACPI.sys ServiceDLL: ",Name last write: 2018-03-27 21:45:39.6509122 Parameters last write: 2018-04-06 12:26:15.6388758,,True,False,2018-04-06 12:42:31.8431328,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20210117153048_Services_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Windows_System32_config_SYSTEM.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM,System,Services,ASEP,ROOT\ControlSet001\Services,None,(plugin),"Name: AcpiDev Desc: ","Image path:\SystemRoot\System32\drivers\AcpiDev.sys ServiceDLL: ","Name last write: 2017-09-29 13:46:10.2083498 Parameters last write: ",,True,False,2018-04-06 12:42:31.8431328,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20210117153048_Services_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Windows_System32_config_SYSTEM.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM,System,Services,ASEP,ROOT\ControlSet001\Services,None,(plugin),"Name: acpiex Desc: ","Image path:System32\Drivers\acpiex.sys ServiceDLL: ",Name last write: 2018-03-27 12:11:28.5252690 Parameters last write: 2018-03-27 12:13:12.6191516,,True,False,2018-04-06 12:42:31.8431328,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20210117153048_Services_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Windows_System32_config_SYSTEM.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM,System,Services,ASEP,ROOT\ControlSet001\Services,None,(plugin),"Name: acpipagr Desc: ","Image path:\SystemRoot\System32\drivers\acpipagr.sys ServiceDLL: ","Name last write: 2017-09-29 13:46:19.1778241 Parameters last write: ",,True,False,2018-04-06 12:42:31.8431328,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20210117153048_Services_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Windows_System32_config_SYSTEM.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM,System,Services,ASEP,ROOT\ControlSet001\Services,None,(plugin),"Name: AcpiPmi Desc: ","Image path:\SystemRoot\System32\drivers\acpipmi.sys ServiceDLL: ","Name last write: 2017-09-29 13:46:07.9425411 Parameters last write: ",,True,False,2018-04-06 12:42:31.8431328,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20210117153048_Services_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Windows_System32_config_SYSTEM.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM,System,Services,ASEP,ROOT\ControlSet001\Services,None,(plugin),"Name: acpitime Desc: ","Image path:\SystemRoot\System32\drivers\acpitime.sys ServiceDLL: ","Name last write: 2017-09-29 13:46:19.2090756 Parameters last write: ",,True,False,2018-04-06 12:42:31.8431328,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20210117153048_Services_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Windows_System32_config_SYSTEM.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM,System,Services,ASEP,ROOT\ControlSet001\Services,None,(plugin),"Name: ADOVMPPackage Desc: ","Image path: ServiceDLL: ","Name last write: 2017-09-29 13:47:03.9470010 Parameters last write: ",,True,False,2018-04-06 12:42:31.8431328,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20210117153048_Services_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Windows_System32_config_SYSTEM.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM,System,Services,ASEP,ROOT\ControlSet001\Services,None,(plugin),"Name: ADP80XX Desc: ","Image path:System32\drivers\ADP80XX.SYS ServiceDLL: ",Name last write: 2018-03-27 12:11:29.6794612 Parameters last write: 2017-09-29 13:46:10.5052507,,True,False,2018-04-06 12:42:31.8431328,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20210117153048_Services_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Windows_System32_config_SYSTEM.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM,System,Services,ASEP,ROOT\ControlSet001\Services,None,(plugin),"Name: adsi Desc: ","Image path: ServiceDLL: ","Name last write: 2017-09-29 13:47:03.9470010 Parameters last write: ",,True,False,2018-04-06 12:42:31.8431328,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20210117153048_Services_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Windows_System32_config_SYSTEM.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM,System,Services,ASEP,ROOT\ControlSet001\Services,None,(plugin),"Name: ad_driver Desc: ","Image path:\??\C:\Users\jcloudy\AppData\Local\Temp\ad_driver.sys ServiceDLL: ","Name last write: 2018-04-06 12:42:31.8431328 Parameters last write: ",,True,False,2018-04-06 12:42:31.8431328,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20210117153048_Services_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Windows_System32_config_SYSTEM.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM,System,Services,ASEP,ROOT\ControlSet001\Services,None,(plugin),"Name: AFD Desc: @%systemroot%\system32\drivers\afd.sys,-1000","Image path:\SystemRoot\system32\drivers\afd.sys ServiceDLL: ",Name last write: 2017-09-29 13:47:44.6063100 Parameters last write: 2017-09-29 13:47:03.9470010,,True,False,2018-04-06 12:42:31.8431328,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20210117153048_Services_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Windows_System32_config_SYSTEM.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM,System,Services,ASEP,ROOT\ControlSet001\Services,None,(plugin),"Name: ahcache Desc: @%systemroot%\system32\drivers\ahcache.sys,-101","Image path:system32\DRIVERS\ahcache.sys ServiceDLL: ","Name last write: 2017-09-29 13:47:44.6063100 Parameters last write: ",,True,False,2018-04-06 12:42:31.8431328,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20210117153048_Services_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Windows_System32_config_SYSTEM.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM,System,Services,ASEP,ROOT\ControlSet001\Services,None,(plugin),"Name: AJRouter Desc: @%SystemRoot%\system32\AJRouter.dll,-1","Image path:%SystemRoot%\system32\svchost.exe -k LocalServiceNetworkRestricted -p ServiceDLL: ",Name last write: 2017-09-29 13:47:44.6063100 Parameters last write: 2017-09-29 13:47:03.9470010,,True,False,2018-04-06 12:42:31.8431328,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20210117153048_Services_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Windows_System32_config_SYSTEM.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM,System,Services,ASEP,ROOT\ControlSet001\Services,None,(plugin),"Name: ALG Desc: @%SystemRoot%\system32\Alg.exe,-113","Image path:%SystemRoot%\System32\alg.exe ServiceDLL: ","Name last write: 2017-09-29 13:47:44.6063100 Parameters last write: ",,True,False,2018-04-06 12:42:31.8431328,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20210117153048_Services_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Windows_System32_config_SYSTEM.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM,System,Services,ASEP,ROOT\ControlSet001\Services,None,(plugin),"Name: AmdK8 Desc: ","Image path:\SystemRoot\System32\drivers\amdk8.sys ServiceDLL: ","Name last write: 2017-09-29 13:46:18.5371480 Parameters last write: ",,True,False,2018-04-06 12:42:31.8431328,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20210117153048_Services_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Windows_System32_config_SYSTEM.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM,System,Services,ASEP,ROOT\ControlSet001\Services,None,(plugin),"Name: AmdPPM Desc: ","Image path:\SystemRoot\System32\drivers\amdppm.sys ServiceDLL: ","Name last write: 2017-09-29 13:46:18.5840263 Parameters last write: ",,True,False,2018-04-06 12:42:31.8431328,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20210117153048_Services_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Windows_System32_config_SYSTEM.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM,System,Services,ASEP,ROOT\ControlSet001\Services,None,(plugin),"Name: amdsata Desc: ","Image path:System32\drivers\amdsata.sys ServiceDLL: ",Name last write: 2018-03-27 12:11:29.6794612 Parameters last write: 2017-09-29 13:46:10.5677554,,True,False,2018-04-06 12:42:31.8431328,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20210117153048_Services_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Windows_System32_config_SYSTEM.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM,System,Services,ASEP,ROOT\ControlSet001\Services,None,(plugin),"Name: amdsbs Desc: ","Image path:System32\drivers\amdsbs.sys ServiceDLL: ",Name last write: 2018-03-27 12:11:29.6794612 Parameters last write: 2017-09-29 13:46:10.6302596,,True,False,2018-04-06 12:42:31.8431328,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20210117153048_Services_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Windows_System32_config_SYSTEM.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM,System,Services,ASEP,ROOT\ControlSet001\Services,None,(plugin),"Name: amdxata Desc: ","Image path:System32\drivers\amdxata.sys ServiceDLL: ",Name last write: 2018-03-27 12:11:29.6794612 Parameters last write: 2017-09-29 13:46:10.5677554,,True,False,2018-04-06 12:42:31.8431328,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20210117153048_Services_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Windows_System32_config_SYSTEM.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM,System,Services,ASEP,ROOT\ControlSet001\Services,None,(plugin),"Name: ApfiltrService Desc: ","Image path:\SystemRoot\system32\DRIVERS\Apfiltr.sys ServiceDLL: ",Name last write: 2018-03-27 21:45:39.8540445 Parameters last write: 2018-03-27 09:17:25.3144844,,True,False,2018-04-06 12:42:31.8431328,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20210117153048_Services_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Windows_System32_config_SYSTEM.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM,System,Services,ASEP,ROOT\ControlSet001\Services,None,(plugin),"Name: ApHidMonitorService Desc: @oem3.inf,%HidMonitor.SvcDesc%;Monitor HID device for Alps","Image path:""C:\Program Files\DellTPad\HidMonitorSvc.exe"" ServiceDLL: ","Name last write: 2018-03-27 09:17:25.2363289 Parameters last write: ",,True,False,2018-04-06 12:42:31.8431328,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20210117153048_Services_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Windows_System32_config_SYSTEM.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM,System,Services,ASEP,ROOT\ControlSet001\Services,None,(plugin),"Name: AppID Desc: @%systemroot%\system32\srpapi.dll,-101","Image path:system32\drivers\appid.sys ServiceDLL: ",Name last write: 2017-09-29 13:47:44.6063100 Parameters last write: 2017-09-29 13:47:03.9470010,,True,False,2018-04-06 12:42:31.8431328,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20210117153048_Services_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Windows_System32_config_SYSTEM.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM,System,Services,ASEP,ROOT\ControlSet001\Services,None,(plugin),"Name: AppIDSvc Desc: @%systemroot%\system32\appidsvc.dll,-101","Image path:%SystemRoot%\system32\svchost.exe -k LocalServiceNetworkRestricted -p ServiceDLL: ",Name last write: 2017-09-29 13:47:44.6063100 Parameters last write: 2017-09-29 13:47:03.9470010,,True,False,2018-04-06 12:42:31.8431328,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20210117153048_Services_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Windows_System32_config_SYSTEM.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM,System,Services,ASEP,ROOT\ControlSet001\Services,None,(plugin),"Name: Appinfo Desc: @%systemroot%\system32\appinfo.dll,-101","Image path:%SystemRoot%\system32\svchost.exe -k netsvcs -p ServiceDLL: ",Name last write: 2017-09-29 13:47:44.6063100 Parameters last write: 2017-09-29 13:47:03.9470010,,True,False,2018-04-06 12:42:31.8431328,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20210117153048_Services_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Windows_System32_config_SYSTEM.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM,System,Services,ASEP,ROOT\ControlSet001\Services,None,(plugin),"Name: applockerfltr Desc: @%systemroot%\system32\srpapi.dll,-103","Image path:system32\drivers\applockerfltr.sys ServiceDLL: ","Name last write: 2017-09-29 13:47:44.6063100 Parameters last write: ",,True,False,2018-04-06 12:42:31.8431328,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20210117153048_Services_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Windows_System32_config_SYSTEM.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM,System,Services,ASEP,ROOT\ControlSet001\Services,None,(plugin),"Name: AppMgmt Desc: @appmgmts.dll,-3251","Image path:%SystemRoot%\system32\svchost.exe -k netsvcs -p ServiceDLL: ",Name last write: 2017-09-29 14:43:19.5350514 Parameters last write: 2017-09-29 14:43:18.9560718,,True,False,2018-04-06 12:42:31.8431328,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20210117153048_Services_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Windows_System32_config_SYSTEM.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM,System,Services,ASEP,ROOT\ControlSet001\Services,None,(plugin),"Name: AppReadiness Desc: @%SystemRoot%\System32\AppReadiness.dll,-1001",Image path:%SystemRoot%\System32\svchost.exe -k AppReadiness -p ServiceDLL: %SystemRoot%\system32\AppReadiness.dll,Name last write: 2017-09-29 13:47:44.6063100 Parameters last write: 2017-09-29 13:47:03.9470010,,True,False,2018-04-06 12:42:31.8431328,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20210117153048_Services_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Windows_System32_config_SYSTEM.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM,System,Services,ASEP,ROOT\ControlSet001\Services,None,(plugin),"Name: AppVClient Desc: @%systemroot%\system32\AppVClient.exe,-101","Image path:%systemroot%\system32\AppVClient.exe ServiceDLL: ","Name last write: 2017-09-29 14:43:19.5350514 Parameters last write: ",,True,False,2018-04-06 12:42:31.8431328,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20210117153048_Services_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Windows_System32_config_SYSTEM.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM,System,Services,ASEP,ROOT\ControlSet001\Services,None,(plugin),"Name: AppvStrm Desc: @%systemroot%\system32\drivers\AppvStrm.sys,-102","Image path:\SystemRoot\system32\drivers\AppvStrm.sys ServiceDLL: ","Name last write: 2017-09-29 14:43:19.5350514 Parameters last write: ",,True,False,2018-04-06 12:42:31.8431328,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20210117153048_Services_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Windows_System32_config_SYSTEM.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM,System,Services,ASEP,ROOT\ControlSet001\Services,None,(plugin),"Name: AppvVemgr Desc: @%systemroot%\system32\drivers\AppvVemgr.sys,-102","Image path:\SystemRoot\system32\drivers\AppvVemgr.sys ServiceDLL: ","Name last write: 2017-09-29 14:43:19.5350514 Parameters last write: ",,True,False,2018-04-06 12:42:31.8431328,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20210117153048_Services_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Windows_System32_config_SYSTEM.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM,System,Services,ASEP,ROOT\ControlSet001\Services,None,(plugin),"Name: AppvVfs Desc: @%systemroot%\system32\drivers\AppvVfs.sys,-102","Image path:\SystemRoot\system32\drivers\AppvVfs.sys ServiceDLL: ","Name last write: 2017-09-29 14:43:19.5360777 Parameters last write: ",,True,False,2018-04-06 12:42:31.8431328,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20210117153048_Services_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Windows_System32_config_SYSTEM.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM,System,Services,ASEP,ROOT\ControlSet001\Services,None,(plugin),"Name: AppXSvc Desc: @%SystemRoot%\system32\appxdeploymentserver.dll,-2","Image path:%systemroot%\system32\svchost.exe -k wsappx -p ServiceDLL: ","Name last write: 2017-09-29 13:47:44.6063100 Parameters last write: ",,True,False,2018-04-06 12:42:31.8431328,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20210117153048_Services_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Windows_System32_config_SYSTEM.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM,System,Services,ASEP,ROOT\ControlSet001\Services,None,(plugin),"Name: arcsas Desc: ","Image path:System32\drivers\arcsas.sys ServiceDLL: ",Name last write: 2018-03-27 12:11:29.6794612 Parameters last write: 2017-09-29 13:46:10.6771380,,True,False,2018-04-06 12:42:31.8431328,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20210117153048_Services_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Windows_System32_config_SYSTEM.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM,System,Services,ASEP,ROOT\ControlSet001\Services,None,(plugin),"Name: AssignedAccessManagerSvc Desc: @%SystemRoot%\system32\assignedaccessmanagersvc.dll,-101","Image path:%SystemRoot%\system32\svchost.exe -k AssignedAccessManagerSvc ServiceDLL: ",Name last write: 2017-09-29 14:43:19.5360777 Parameters last write: 2017-09-29 14:43:18.9550761,,True,False,2018-04-06 12:42:31.8431328,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20210117153048_Services_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Windows_System32_config_SYSTEM.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM,System,Services,ASEP,ROOT\ControlSet001\Services,None,(plugin),"Name: AsyncMac Desc: @%systemroot%\system32\mprmsg.dll,-32000","Image path:\SystemRoot\System32\drivers\asyncmac.sys ServiceDLL: ","Name last write: 2017-09-29 13:46:13.2554706 Parameters last write: ",,True,False,2018-04-06 12:42:31.8431328,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20210117153048_Services_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Windows_System32_config_SYSTEM.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM,System,Services,ASEP,ROOT\ControlSet001\Services,None,(plugin),"Name: atapi Desc: ","Image path:System32\drivers\atapi.sys ServiceDLL: ","Name last write: 2018-03-27 09:56:17.4792603 Parameters last write: ",,True,False,2018-04-06 12:42:31.8431328,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20210117153048_Services_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Windows_System32_config_SYSTEM.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM,System,Services,ASEP,ROOT\ControlSet001\Services,None,(plugin),"Name: AudioEndpointBuilder Desc: @%SystemRoot%\System32\AudioEndpointBuilder.dll,-205","Image path:%SystemRoot%\System32\svchost.exe -k LocalSystemNetworkRestricted -p ServiceDLL: ",Name last write: 2017-09-29 13:49:44.2403103 Parameters last write: 2017-09-29 13:47:03.9470010,,True,False,2018-04-06 12:42:31.8431328,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20210117153048_Services_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Windows_System32_config_SYSTEM.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM,System,Services,ASEP,ROOT\ControlSet001\Services,None,(plugin),"Name: Audiosrv Desc: @%SystemRoot%\System32\audiosrv.dll,-201","Image path:%SystemRoot%\System32\svchost.exe -k LocalServiceNetworkRestricted -p ServiceDLL: ",Name last write: 2017-09-29 13:49:44.2403103 Parameters last write: 2017-09-29 13:47:03.9470010,,True,False,2018-04-06 12:42:31.8431328,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20210117153048_Services_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Windows_System32_config_SYSTEM.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM,System,Services,ASEP,ROOT\ControlSet001\Services,None,(plugin),"Name: AxInstSV Desc: @%SystemRoot%\system32\AxInstSV.dll,-104","Image path:%SystemRoot%\system32\svchost.exe -k AxInstSVGroup ServiceDLL: ",Name last write: 2017-09-29 13:47:44.6063100 Parameters last write: 2017-09-29 13:47:03.9470010,,True,False,2018-04-06 12:42:31.8431328,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20210117153048_Services_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Windows_System32_config_SYSTEM.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM,System,Services,ASEP,ROOT\ControlSet001\Services,None,(plugin),"Name: b06bdrv Desc: ","Image path:System32\drivers\bxvbda.sys ServiceDLL: ",Name last write: 2018-03-27 12:11:29.6794612 Parameters last write: 2018-03-27 12:11:29.1659162,,True,False,2018-04-06 12:42:31.8431328,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20210117153048_Services_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Windows_System32_config_SYSTEM.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM,System,Services,ASEP,ROOT\ControlSet001\Services,None,(plugin),"Name: bam Desc: @%SystemRoot%\system32\drivers\bam.sys,-101","Image path:system32\drivers\bam.sys ServiceDLL: ","Name last write: 2018-03-27 09:55:48.4485779 Parameters last write: ",,True,False,2018-04-06 12:42:31.8431328,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20210117153048_Services_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Windows_System32_config_SYSTEM.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM,System,Services,ASEP,ROOT\ControlSet001\Services,None,(plugin),"Name: BasicDisplay Desc: ","Image path:\SystemRoot\System32\drivers\BasicDisplay.sys ServiceDLL: ",Name last write: 2018-03-27 21:45:43.4333608 Parameters last write: 2017-09-29 13:46:18.3965119,,True,False,2018-04-06 12:42:31.8431328,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20210117153048_Services_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Windows_System32_config_SYSTEM.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Windows\System32\config\SYSTEM,System,Services,ASEP,ROOT\ControlSet001\Services,None,(plugin),"Name: BasicRender Desc: ","Image path:\SystemRoot\System32\drivers\BasicRender.sys ServiceDLL: ",Name last write: 2018-03-27 21:45:39.6196611 Parameters last write: 2018-03-27 09:55:48.4485779,,True,False,2018-04-06 12:42:31.8431328,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20210117153048_Services_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Windows_System32_config_SYSTEM.csv
