Name,BatchKeyPath,Description,BatchValueName,DisplayName,StartMode,ServiceType,NameKeyLastWrite,ParametersKeyLastWrite,Group,ImagePath,ServiceDLL,RequiredPrivileges
adpu320,CMI-CreateHive{701CAAB6-CF4C-4D21-9AE7-9CDDB0AC7AF8}\ControlSet003\Services,,None,,Disabled,KernelDriver,2015-08-24 06:51:52.8906250,2008-01-19 11:37:29.7311425,SCSI Miniport,\SystemRoot\system32\drivers\adpu320.sys,,
adsi,CMI-CreateHive{701CAAB6-CF4C-4D21-9AE7-9CDDB0AC7AF8}\ControlSet003\Services,,None,,Disabled,Adapter,2008-01-19 11:37:29.7311425,,,,,
ad_driver,CMI-CreateHive{701CAAB6-CF4C-4D21-9AE7-9CDDB0AC7AF8}\ControlSet003\Services,,None,AccessData Driver,Manual,KernelDriver,2015-09-13 04:18:01.5625000,,,\??\C:\Users\ADMINI~1\AppData\Local\Temp\ad_driver.sys,,
AeLookupSvc,CMI-CreateHive{701CAAB6-CF4C-4D21-9AE7-9CDDB0AC7AF8}\ControlSet003\Services,"@%SystemRoot%\system32\aelupsvc.dll,-2",None,"@%SystemRoot%\system32\aelupsvc.dll,-1",Automatic,Win32ShareProcess,2008-01-19 11:37:29.7311425,2008-01-19 11:37:29.7311425,,%systemroot%\system32\svchost.exe -k netsvcs,,SeTcbPrivilege SeImpersonatePrivilege
AFD,CMI-CreateHive{701CAAB6-CF4C-4D21-9AE7-9CDDB0AC7AF8}\ControlSet003\Services,Ancilliary Function Driver for Winsock,None,Ancilliary Function Driver for Winsock,System,KernelDriver,2015-09-13 04:18:01.5625000,2008-01-19 11:37:29.7311425,PNP_TDI,\SystemRoot\system32\drivers\afd.sys,,
agp440,CMI-CreateHive{701CAAB6-CF4C-4D21-9AE7-9CDDB0AC7AF8}\ControlSet003\Services,,None,Intel AGP Bus Filter,Manual,KernelDriver,2008-01-19 11:37:29.7311425,2008-01-19 11:37:29.7311425,PnP Filter,\SystemRoot\system32\drivers\agp440.sys,,
aic78xx,CMI-CreateHive{701CAAB6-CF4C-4D21-9AE7-9CDDB0AC7AF8}\ControlSet003\Services,,None,,Disabled,KernelDriver,2015-08-24 06:51:53.0781250,2008-01-19 11:37:29.7311425,SCSI Miniport,\SystemRoot\system32\drivers\djsvs.sys,,
ALG,CMI-CreateHive{701CAAB6-CF4C-4D21-9AE7-9CDDB0AC7AF8}\ControlSet003\Services,"@%SystemRoot%\system32\Alg.exe,-113",None,"@%SystemRoot%\system32\Alg.exe,-112",Manual,Win32OwnProcess,2008-01-19 11:37:29.7311425,,,%SystemRoot%\System32\alg.exe,,SeChangeNotifyPrivilege SeCreateGlobalPrivilege SeImpersonatePrivilege
aliide,CMI-CreateHive{701CAAB6-CF4C-4D21-9AE7-9CDDB0AC7AF8}\ControlSet003\Services,,None,,Disabled,KernelDriver,2015-08-24 06:51:53.5312500,,System Bus Extender,\SystemRoot\system32\drivers\aliide.sys,,
amdagp,CMI-CreateHive{701CAAB6-CF4C-4D21-9AE7-9CDDB0AC7AF8}\ControlSet003\Services,,None,AMD AGP Bus Filter Driver,Manual,KernelDriver,2008-01-19 11:37:29.7311425,2008-01-19 11:37:29.7311425,PnP Filter,\SystemRoot\system32\drivers\amdagp.sys,,
amdide,CMI-CreateHive{701CAAB6-CF4C-4D21-9AE7-9CDDB0AC7AF8}\ControlSet003\Services,,None,,Disabled,KernelDriver,2015-08-24 06:51:53.7812500,,System Bus Extender,\SystemRoot\system32\drivers\amdide.sys,,
AmdK7,CMI-CreateHive{701CAAB6-CF4C-4D21-9AE7-9CDDB0AC7AF8}\ControlSet003\Services,,None,AMD K7 Processor Driver,Disabled,KernelDriver,2015-08-24 06:51:54.8125000,,Extended Base,\SystemRoot\system32\drivers\amdk7.sys,,
AmdK8,CMI-CreateHive{701CAAB6-CF4C-4D21-9AE7-9CDDB0AC7AF8}\ControlSet003\Services,,None,AMD K8 Processor Driver,Disabled,KernelDriver,2015-08-24 06:51:54.8593750,,Extended Base,\SystemRoot\system32\drivers\amdk8.sys,,
AppHostSvc,CMI-CreateHive{701CAAB6-CF4C-4D21-9AE7-9CDDB0AC7AF8}\ControlSet003\Services,"@%windir%\system32\inetsrv\iisres.dll,-30012",None,"@%windir%\system32\inetsrv\iisres.dll,-30011",Automatic,Win32ShareProcess,2015-08-23 21:25:53.0475000,2015-08-23 21:25:50.9068750,,%windir%\system32\svchost.exe -k apphost,,SeChangeNotifyPrivilege SeTcbPrivilege
Appinfo,CMI-CreateHive{701CAAB6-CF4C-4D21-9AE7-9CDDB0AC7AF8}\ControlSet003\Services,"@%systemroot%\system32\appinfo.dll,-101",None,"@%systemroot%\system32\appinfo.dll,-100",Manual,Win32ShareProcess,2008-01-19 11:41:04.3885185,2008-01-19 11:37:29.7311425,,%SystemRoot%\system32\svchost.exe -k netsvcs,,SeAssignPrimaryTokenPrivilege SeIncreaseQuotaPrivilege SeTcbPrivilege SeBackupPrivilege SeRestorePrivilege SeDebugPrivilege SeAuditPrivilege SeChangeNotifyPrivilege SeImpersonatePrivilege
AppMgmt,CMI-CreateHive{701CAAB6-CF4C-4D21-9AE7-9CDDB0AC7AF8}\ControlSet003\Services,"@appmgmts.dll,-3251",None,"@appmgmts.dll,-3250",Manual,Win32ShareProcess,2008-01-19 11:37:29.8247431,2008-01-19 11:37:29.8247431,,%SystemRoot%\system32\svchost.exe -k netsvcs,,SeCreateGlobalPrivilege SeImpersonatePrivilege SeIncreaseQuotaPrivilege SeShutdownPrivilege SeTakeOwnershipPrivilege
arc,CMI-CreateHive{701CAAB6-CF4C-4D21-9AE7-9CDDB0AC7AF8}\ControlSet003\Services,,None,,Disabled,KernelDriver,2015-08-24 06:51:53.0156250,2008-01-19 11:37:29.7311425,SCSI Miniport,\SystemRoot\system32\drivers\arc.sys,,
arcsas,CMI-CreateHive{701CAAB6-CF4C-4D21-9AE7-9CDDB0AC7AF8}\ControlSet003\Services,,None,,Disabled,KernelDriver,2015-08-24 06:51:52.9843750,2008-01-19 11:37:29.7311425,SCSI miniport,\SystemRoot\system32\drivers\arcsas.sys,,
ASP.NET,CMI-CreateHive{701CAAB6-CF4C-4D21-9AE7-9CDDB0AC7AF8}\ControlSet003\Services,,None,,Disabled,Adapter,2015-08-23 21:25:50.9068750,,,,,
ASP.NET_2.0.50727,CMI-CreateHive{701CAAB6-CF4C-4D21-9AE7-9CDDB0AC7AF8}\ControlSet003\Services,,None,,Disabled,Adapter,2015-08-23 21:25:50.9068750,,,,,
AsyncMac,CMI-CreateHive{701CAAB6-CF4C-4D21-9AE7-9CDDB0AC7AF8}\ControlSet003\Services,"@%systemroot%\system32\rascfg.dll,-32000",None,"@%systemroot%\system32\rascfg.dll,-32000",Manual,KernelDriver,2015-08-24 06:52:05.3281250,,,system32\DRIVERS\asyncmac.sys,,
atapi,CMI-CreateHive{701CAAB6-CF4C-4D21-9AE7-9CDDB0AC7AF8}\ControlSet003\Services,,None,IDE Channel,Boot,KernelDriver,2015-09-13 04:18:01.6093750,,SCSI Miniport,system32\drivers\atapi.sys,,
AudioEndpointBuilder,CMI-CreateHive{701CAAB6-CF4C-4D21-9AE7-9CDDB0AC7AF8}\ControlSet003\Services,"@%SystemRoot%\System32\audiosrv.dll,-205",None,"@%SystemRoot%\system32\audiosrv.dll,-204",Manual,Win32ShareProcess,2008-01-19 11:37:29.7311425,2008-01-19 11:37:29.7311425,AudioGroup,%SystemRoot%\System32\svchost.exe -k LocalSystemNetworkRestricted,,SeChangeNotifyPrivilege
Audiosrv,CMI-CreateHive{701CAAB6-CF4C-4D21-9AE7-9CDDB0AC7AF8}\ControlSet003\Services,"@%SystemRoot%\System32\audiosrv.dll,-201",None,"@%SystemRoot%\system32\audiosrv.dll,-200",Manual,Win32ShareProcess,2008-01-19 11:37:29.7311425,2008-01-19 11:37:29.7311425,AudioGroup,%SystemRoot%\System32\svchost.exe -k LocalServiceNetworkRestricted,,SeChangeNotifyPrivilege SeImpersonatePrivilege SeIncreaseWorkingSetPrivilege
b06bdrv,CMI-CreateHive{701CAAB6-CF4C-4D21-9AE7-9CDDB0AC7AF8}\ControlSet003\Services,,None,Broadcom NetXtreme II VBD,Disabled,KernelDriver,2015-08-24 06:51:53.2343750,,base,\SystemRoot\system32\drivers\bxvbdx.sys,,
BattC,CMI-CreateHive{701CAAB6-CF4C-4D21-9AE7-9CDDB0AC7AF8}\ControlSet003\Services,,None,,Disabled,Adapter,2008-01-19 11:37:29.7311425,,,,,
Beep,CMI-CreateHive{701CAAB6-CF4C-4D21-9AE7-9CDDB0AC7AF8}\ControlSet003\Services,,None,Beep,System,KernelDriver,2015-09-13 04:18:01.5625000,,Base,,,
BFE,CMI-CreateHive{701CAAB6-CF4C-4D21-9AE7-9CDDB0AC7AF8}\ControlSet003\Services,"@%SystemRoot%\system32\bfe.dll,-1002",None,"@%SystemRoot%\system32\bfe.dll,-1001",Automatic,Win32ShareProcess,2008-01-19 11:37:29.7311425,2008-01-19 11:37:29.7311425,NetworkProvider,%systemroot%\system32\svchost.exe -k LocalServiceNoNetwork,,SeAuditPrivilege SeImpersonatePrivilege
BITS,CMI-CreateHive{701CAAB6-CF4C-4D21-9AE7-9CDDB0AC7AF8}\ControlSet003\Services,"@%SystemRoot%\system32\qmgr.dll,-1001",None,"@%SystemRoot%\system32\qmgr.dll,-1000",Automatic,Win32ShareProcess,2008-01-19 11:38:09.6985987,2008-01-19 11:38:09.6985987,,%SystemRoot%\System32\svchost.exe -k netsvcs,,SeCreateGlobalPrivilege SeImpersonatePrivilege SeTcbPrivilege SeAssignPrimaryTokenPrivilege SeIncreaseQuotaPrivilege
blbdrive,CMI-CreateHive{701CAAB6-CF4C-4D21-9AE7-9CDDB0AC7AF8}\ControlSet003\Services,,None,,Disabled,KernelDriver,2015-08-24 06:51:52.8593750,,,\SystemRoot\system32\drivers\blbdrive.sys,,
bowser,CMI-CreateHive{701CAAB6-CF4C-4D21-9AE7-9CDDB0AC7AF8}\ControlSet003\Services,Implements the datagram receiver for the computer browser browser service.,None,Bowser,Manual,FileSystemDriver,2015-09-13 04:18:01.5625000,,Network,system32\DRIVERS\bowser.sys,,
BrFiltLo,CMI-CreateHive{701CAAB6-CF4C-4D21-9AE7-9CDDB0AC7AF8}\ControlSet003\Services,,None,Brother USB Mass-Storage Lower Filter Driver,Manual,KernelDriver,2008-01-19 11:37:29.7311425,,extended base,\SystemRoot\system32\drivers\brfiltlo.sys,,
BrFiltUp,CMI-CreateHive{701CAAB6-CF4C-4D21-9AE7-9CDDB0AC7AF8}\ControlSet003\Services,,None,Brother USB Mass-Storage Upper Filter Driver,Manual,KernelDriver,2008-01-19 11:37:29.7311425,,extended base,\SystemRoot\system32\drivers\brfiltup.sys,,
Browser,CMI-CreateHive{701CAAB6-CF4C-4D21-9AE7-9CDDB0AC7AF8}\ControlSet003\Services,"@%systemroot%\system32\browser.dll,-101",None,"@%systemroot%\system32\browser.dll,-100",Disabled,Win32ShareProcess,2008-01-19 11:37:29.7311425,2008-01-19 11:37:29.7311425,NetworkProvider,%SystemRoot%\System32\svchost.exe -k netsvcs,,
Brserid,CMI-CreateHive{701CAAB6-CF4C-4D21-9AE7-9CDDB0AC7AF8}\ControlSet003\Services,,None,Brother MFC Serial Port Interface Driver (WDM),Disabled,KernelDriver,2015-08-24 06:51:52.5000000,,,\SystemRoot\system32\drivers\brserid.sys,,
BrSerWdm,CMI-CreateHive{701CAAB6-CF4C-4D21-9AE7-9CDDB0AC7AF8}\ControlSet003\Services,,None,Brother WDM Serial driver,Disabled,KernelDriver,2015-08-24 06:51:54.3125000,,,\SystemRoot\system32\drivers\brserwdm.sys,,
BrUsbMdm,CMI-CreateHive{701CAAB6-CF4C-4D21-9AE7-9CDDB0AC7AF8}\ControlSet003\Services,,None,Brother MFC USB Fax Only Modem,Disabled,KernelDriver,2015-08-24 06:51:54.2968750,,,\SystemRoot\system32\drivers\brusbmdm.sys,,
BrUsbSer,CMI-CreateHive{701CAAB6-CF4C-4D21-9AE7-9CDDB0AC7AF8}\ControlSet003\Services,,None,Brother MFC USB Serial WDM Driver,Manual,KernelDriver,2008-01-19 11:37:29.7311425,,,\SystemRoot\system32\drivers\brusbser.sys,,
BTHMODEM,CMI-CreateHive{701CAAB6-CF4C-4D21-9AE7-9CDDB0AC7AF8}\ControlSet003\Services,,None,Bluetooth Serial Communications Driver,Disabled,KernelDriver,2015-08-24 06:51:54.5468750,,,\SystemRoot\system32\drivers\bthmodem.sys,,
cdfs,CMI-CreateHive{701CAAB6-CF4C-4D21-9AE7-9CDDB0AC7AF8}\ControlSet003\Services,ISO9660/Joliet File System Reader for CD/DVDs. (Core) (All pieces),None,CD/DVD File System Reader,Disabled,FileSystemDriver,2015-09-13 04:18:01.5625000,,File System,system32\DRIVERS\cdfs.sys,,
cdrom,CMI-CreateHive{701CAAB6-CF4C-4D21-9AE7-9CDDB0AC7AF8}\ControlSet003\Services,,None,CD-ROM Driver,System,KernelDriver,2015-09-13 04:18:02.5625000,,SCSI CDROM Class,system32\DRIVERS\cdrom.sys,,
CertPropSvc,CMI-CreateHive{701CAAB6-CF4C-4D21-9AE7-9CDDB0AC7AF8}\ControlSet003\Services,"@%SystemRoot%\System32\certprop.dll,-12",None,"@%SystemRoot%\System32\certprop.dll,-11",Manual,Win32ShareProcess,2008-01-19 11:37:54.7225027,2008-01-19 11:37:29.7311425,,%SystemRoot%\system32\svchost.exe -k netsvcs,,SeCreateGlobalPrivilege SeTcbPrivilege SeChangeNotifyPrivilege SeImpersonatePrivilege SeTakeOwnershipPrivilege SeSecurityPrivilege
circlass,CMI-CreateHive{701CAAB6-CF4C-4D21-9AE7-9CDDB0AC7AF8}\ControlSet003\Services,,None,Consumer IR Devices,Disabled,KernelDriver,2015-08-24 06:51:52.8281250,2008-01-19 11:37:29.7311425,Extended Base,\SystemRoot\system32\drivers\circlass.sys,,
CLFS,CMI-CreateHive{701CAAB6-CF4C-4D21-9AE7-9CDDB0AC7AF8}\ControlSet003\Services,Common Log (CLFS),None,Common Log (CLFS),Boot,KernelDriver,2015-09-13 04:18:01.5625000,2008-01-19 11:40:26.5426759,Filter,System32\CLFS.sys,,
clr_optimization_v2.0.50727_32,CMI-CreateHive{701CAAB6-CF4C-4D21-9AE7-9CDDB0AC7AF8}\ControlSet003\Services,Microsoft .NET Framework NGEN,None,Microsoft .NET Framework NGEN v2.0.50727_X86,Manual,Win32OwnProcess,2008-01-19 11:55:04.4847281,,,%systemroot%\Microsoft.NET\Framework\v2.0.50727\mscorsvw.exe,,SeCreateGlobalPrivilege SeChangeNotifyPrivilege SeIncreaseBasePriorityPrivilege SeIncreaseQuotaPrivilege
CmBatt,CMI-CreateHive{701CAAB6-CF4C-4D21-9AE7-9CDDB0AC7AF8}\ControlSet003\Services,,None,Microsoft ACPI Control Method Battery Driver,Manual,KernelDriver,2015-09-13 04:18:01.6093750,,,system32\DRIVERS\CmBatt.sys,,
cmdide,CMI-CreateHive{701CAAB6-CF4C-4D21-9AE7-9CDDB0AC7AF8}\ControlSet003\Services,,None,,Disabled,KernelDriver,2015-08-24 06:51:53.5625000,,System Bus Extender,\SystemRoot\system32\drivers\cmdide.sys,,
Compbatt,CMI-CreateHive{701CAAB6-CF4C-4D21-9AE7-9CDDB0AC7AF8}\ControlSet003\Services,,None,Microsoft Composite Battery Driver,Boot,KernelDriver,2015-09-13 04:18:01.5625000,,System Bus Extender,system32\DRIVERS\compbatt.sys,,
COMSysApp,CMI-CreateHive{701CAAB6-CF4C-4D21-9AE7-9CDDB0AC7AF8}\ControlSet003\Services,"@comres.dll,-948",None,"@comres.dll,-947",Manual,Win32OwnProcess,2008-01-19 11:37:29.7311425,,,%SystemRoot%\system32\dllhost.exe /Processid:{02D4B3F1-FD88-11D1-960D-00805FC79235},,SeAssignPrimaryTokenPrivilege SeAuditPrivilege SeChangeNotifyPrivilege SeCreateGlobalPrivilege SeDebugPrivilege SeImpersonatePrivilege SeIncreaseQuotaPrivilege
crcdisk,CMI-CreateHive{701CAAB6-CF4C-4D21-9AE7-9CDDB0AC7AF8}\ControlSet003\Services,,None,Crcdisk Filter Driver,Boot,KernelDriver,2015-09-13 04:18:01.5625000,,Pnp Filter,system32\drivers\crcdisk.sys,,
Crusoe,CMI-CreateHive{701CAAB6-CF4C-4D21-9AE7-9CDDB0AC7AF8}\ControlSet003\Services,,None,Transmeta Crusoe Processor Driver,Disabled,KernelDriver,2015-08-24 06:51:54.7187500,,Extended Base,\SystemRoot\system32\drivers\crusoe.sys,,
crypt32,CMI-CreateHive{701CAAB6-CF4C-4D21-9AE7-9CDDB0AC7AF8}\ControlSet003\Services,,None,,Disabled,Adapter,2008-01-19 11:37:29.7467426,,,,,
CryptSvc,CMI-CreateHive{701CAAB6-CF4C-4D21-9AE7-9CDDB0AC7AF8}\ControlSet003\Services,"@%SystemRoot%\system32\cryptsvc.dll,-1002",None,"@%SystemRoot%\system32\cryptsvc.dll,-1001",Automatic,Win32ShareProcess,2008-01-19 11:37:29.7467426,2008-01-19 11:37:29.7467426,,%SystemRoot%\system32\svchost.exe -k NetworkService,,SeChangeNotifyPrivilege SeCreateGlobalPrivilege SeImpersonatePrivilege
CSC,CMI-CreateHive{701CAAB6-CF4C-4D21-9AE7-9CDDB0AC7AF8}\ControlSet003\Services,Allows network files to be used while the local computer is offline.,None,Offline Files Driver,Disabled,KernelDriver,2008-01-19 11:37:29.7467426,,network,system32\drivers\csc.sys,,
CscService,CMI-CreateHive{701CAAB6-CF4C-4D21-9AE7-9CDDB0AC7AF8}\ControlSet003\Services,"@%systemroot%\system32\cscsvc.dll,-201",None,"@%systemroot%\system32\cscsvc.dll,-200",Disabled,Win32ShareProcess,2008-01-19 11:37:29.7467426,2008-01-19 11:37:29.7467426,ProfSvc_Group,%SystemRoot%\System32\svchost.exe -k LocalSystemNetworkRestricted,,SeTcbPrivilege SeImpersonatePrivilege SeIncreaseBasePriorityPrivilege
DCLocator,CMI-CreateHive{701CAAB6-CF4C-4D21-9AE7-9CDDB0AC7AF8}\ControlSet003\Services,,None,,Disabled,Adapter,2008-01-19 11:37:29.7467426,,,,,
DcomLaunch,CMI-CreateHive{701CAAB6-CF4C-4D21-9AE7-9CDDB0AC7AF8}\ControlSet003\Services,"@oleres.dll,-5013",None,"@oleres.dll,-5012",Automatic,Win32ShareProcess,2008-01-19 11:38:13.1618209,2008-01-19 11:38:13.1618209,COM Infrastructure,%SystemRoot%\system32\svchost.exe -k DcomLaunch,,SeAssignPrimaryTokenPrivilege SeAuditPrivilege SeChangeNotifyPrivilege SeCreateGlobalPrivilege SeDebugPrivilege SeImpersonatePrivilege SeIncreaseQuotaPrivilege SeTcbPrivilege SeBackupPrivilege SeRestorePrivilege
DfsC,CMI-CreateHive{701CAAB6-CF4C-4D21-9AE7-9CDDB0AC7AF8}\ControlSet003\Services,"@%systemroot%\system32\drivers\dfsc.sys,-102",None,"@%systemroot%\system32\drivers\dfsc.sys,-101",System,FileSystemDriver,2015-09-13 04:18:01.5625000,,Network,System32\Drivers\dfsc.sys,,
Dhcp,CMI-CreateHive{701CAAB6-CF4C-4D21-9AE7-9CDDB0AC7AF8}\ControlSet003\Services,"@%SystemRoot%\system32\dhcpcsvc.dll,-101",None,"@%SystemRoot%\system32\dhcpcsvc.dll,-100",Automatic,Win32ShareProcess,2008-01-19 11:40:35.3723325,2008-01-19 11:40:20.0530343,TDI,%SystemRoot%\system32\svchost.exe -k LocalServiceNetworkRestricted,,SeChangeNotifyPrivilege SeCreateGlobalPrivilege
disk,CMI-CreateHive{701CAAB6-CF4C-4D21-9AE7-9CDDB0AC7AF8}\ControlSet003\Services,,None,Disk Driver,Boot,KernelDriver,2015-09-13 04:18:02.6093750,,,system32\drivers\disk.sys,,
Dnscache,CMI-CreateHive{701CAAB6-CF4C-4D21-9AE7-9CDDB0AC7AF8}\ControlSet003\Services,"@%SystemRoot%\System32\dnsapi.dll,-102",None,"@%SystemRoot%\System32\dnsapi.dll,-101",Automatic,Win32ShareProcess,2008-01-19 11:40:25.4350688,2008-01-19 11:40:25.4350688,TDI,%SystemRoot%\system32\svchost.exe -k NetworkService,,SeChangeNotifyPrivilege SeCreateGlobalPrivilege
dot3svc,CMI-CreateHive{701CAAB6-CF4C-4D21-9AE7-9CDDB0AC7AF8}\ControlSet003\Services,"@%systemroot%\system32\dot3svc.dll,-1103",None,"@%systemroot%\system32\dot3svc.dll,-1102",Manual,Win32ShareProcess,2008-01-19 11:37:29.7467426,2008-01-19 11:37:29.7467426,TDI,%SystemRoot%\system32\svchost.exe -k LocalSystemNetworkRestricted,,SeChangeNotifyPrivilege SeImpersonatePrivilege SeAuditPrivilege SeTcbPrivilege
DPS,CMI-CreateHive{701CAAB6-CF4C-4D21-9AE7-9CDDB0AC7AF8}\ControlSet003\Services,"@%systemroot%\system32\dps.dll,-501",None,"@%systemroot%\system32\dps.dll,-500",Automatic,Win32ShareProcess,2008-01-19 11:37:45.4092430,2008-01-19 11:37:45.4092430,,%SystemRoot%\System32\svchost.exe -k LocalServiceNoNetwork,,SeChangeNotifyPrivilege SeCreateGlobalPrivilege SeAssignPrimaryTokenPrivilege SeImpersonatePrivilege
drmkaud,CMI-CreateHive{701CAAB6-CF4C-4D21-9AE7-9CDDB0AC7AF8}\ControlSet003\Services,,None,Microsoft Kernel DRM Audio Descrambler,Manual,KernelDriver,2015-08-24 06:52:31.4687500,,,system32\drivers\drmkaud.sys,,
DXGKrnl,CMI-CreateHive{701CAAB6-CF4C-4D21-9AE7-9CDDB0AC7AF8}\ControlSet003\Services,Controls the underlying video driver stacks to provide fully-featured display capabilities.,None,LDDM Graphics Subsystem,Manual,KernelDriver,2008-01-19 11:37:29.7467426,,Video Init,\SystemRoot\System32\drivers\dxgkrnl.sys,,
E1G60,CMI-CreateHive{701CAAB6-CF4C-4D21-9AE7-9CDDB0AC7AF8}\ControlSet003\Services,,None,Intel(R) PRO/1000 NDIS 6 Adapter Driver,Manual,KernelDriver,2015-09-13 04:18:01.5937500,,NDIS,system32\DRIVERS\E1G60I32.sys,,
EapHost,CMI-CreateHive{701CAAB6-CF4C-4D21-9AE7-9CDDB0AC7AF8}\ControlSet003\Services,"@%systemroot%\system32\eapsvc.dll,-2",None,"@%systemroot%\system32\eapsvc.dll,-1",Manual,Win32ShareProcess,2015-08-24 06:50:41.2343750,2008-01-19 11:37:46.5168501,,%SystemRoot%\System32\svchost.exe -k netsvcs,,SeTcbPrivilege SeDebugPrivilege SeImpersonatePrivilege
elxstor,CMI-CreateHive{701CAAB6-CF4C-4D21-9AE7-9CDDB0AC7AF8}\ControlSet003\Services,,None,,Disabled,KernelDriver,2015-08-24 06:51:53.4375000,,SCSI Miniport,\SystemRoot\system32\drivers\elxstor.sys,,
ErrDev,CMI-CreateHive{701CAAB6-CF4C-4D21-9AE7-9CDDB0AC7AF8}\ControlSet003\Services,,None,Microsoft Hardware Error Device Driver,Disabled,KernelDriver,2015-08-24 06:51:54.9843750,,Extended Base,\SystemRoot\system32\drivers\errdev.sys,,
ESENT,CMI-CreateHive{701CAAB6-CF4C-4D21-9AE7-9CDDB0AC7AF8}\ControlSet003\Services,,None,,Disabled,Adapter,2008-01-19 11:37:29.7467426,,,,,
EventLog,CMI-CreateHive{701CAAB6-CF4C-4D21-9AE7-9CDDB0AC7AF8}\ControlSet003\Services,"@%SystemRoot%\system32\wevtsvc.dll,-201",None,"@%SystemRoot%\system32\wevtsvc.dll,-200",Automatic,Win32ShareProcess,2008-01-19 11:37:29.7623427,,Event Log,%SystemRoot%\System32\svchost.exe -k LocalServiceNetworkRestricted,,SeChangeNotifyPrivilege SeImpersonatePrivilege
EventSystem,CMI-CreateHive{701CAAB6-CF4C-4D21-9AE7-9CDDB0AC7AF8}\ControlSet003\Services,"@comres.dll,-2451",None,"@comres.dll,-2450",Automatic,Win32ShareProcess,2008-01-19 11:37:29.7623427,2008-01-19 11:37:29.7623427,,%SystemRoot%\system32\svchost.exe -k LocalService,,SeChangeNotifyPrivilege SeImpersonatePrivilege
exfat,CMI-CreateHive{701CAAB6-CF4C-4D21-9AE7-9CDDB0AC7AF8}\ControlSet003\Services,exFAT File System Driver,None,exFAT File System Driver,Manual,FileSystemDriver,2008-01-19 11:37:29.7623427,,Boot File System,,,
fastfat,CMI-CreateHive{701CAAB6-CF4C-4D21-9AE7-9CDDB0AC7AF8}\ControlSet003\Services,Note - dependance on CDROM.SYS only if required to read/write DVD-RAM media (which appears as CD class device). (Core) (All pieces),None,FAT12/16/32 File System Driver,Manual,FileSystemDriver,2008-01-19 11:52:09.0304034,,Boot File System,,,
FCRegSvc,CMI-CreateHive{701CAAB6-CF4C-4D21-9AE7-9CDDB0AC7AF8}\ControlSet003\Services,"@%SystemRoot%\system32\FCRegSvc.dll,-5001",None,"@%SystemRoot%\system32\FCRegSvc.dll,-5000",Manual,Win32ShareProcess,2008-01-19 11:37:29.7623427,2008-01-19 11:37:29.7623427,,%systemroot%\system32\svchost.exe -k LocalServiceNetworkRestricted,,SeChangeNotifyPrivilege SeCreateGlobalPrivilege SeImpersonatePrivilege
fdc,CMI-CreateHive{701CAAB6-CF4C-4D21-9AE7-9CDDB0AC7AF8}\ControlSet003\Services,,None,Floppy Disk Controller Driver,Disabled,KernelDriver,2015-08-24 06:51:55.1250000,,,system32\DRIVERS\fdc.sys,,
fdPHost,CMI-CreateHive{701CAAB6-CF4C-4D21-9AE7-9CDDB0AC7AF8}\ControlSet003\Services,"@%systemroot%\system32\fdPHost.dll,-101",None,"@%systemroot%\system32\fdPHost.dll,-100",Manual,Win32ShareProcess,2008-01-19 11:37:29.7623427,2008-01-19 11:37:29.7623427,,%SystemRoot%\system32\svchost.exe -k LocalService,,SeChangeNotifyPrivilege SeImpersonatePrivilege
FDResPub,CMI-CreateHive{701CAAB6-CF4C-4D21-9AE7-9CDDB0AC7AF8}\ControlSet003\Services,"@%systemroot%\system32\fdrespub.dll,-101",None,"@%systemroot%\system32\fdrespub.dll,-100",Manual,Win32ShareProcess,2008-01-19 11:37:29.7623427,2008-01-19 11:37:29.7623427,,%SystemRoot%\system32\svchost.exe -k LocalService,,SeChangeNotifyPrivilege
FileInfo,CMI-CreateHive{701CAAB6-CF4C-4D21-9AE7-9CDDB0AC7AF8}\ControlSet003\Services,Collects information about files in memory to be consumed by other system services.,None,File Information FS MiniFilter,Manual,FileSystemDriver,2008-01-19 11:37:29.7623427,,FSFilter Bottom,system32\drivers\fileinfo.sys,,
Filetrace,CMI-CreateHive{701CAAB6-CF4C-4D21-9AE7-9CDDB0AC7AF8}\ControlSet003\Services,ETW File Trace Filter,None,FileTrace,Manual,FileSystemDriver,2008-01-19 11:37:29.7623427,,FSFilter Activity Monitor,system32\drivers\filetrace.sys,,
flpydisk,CMI-CreateHive{701CAAB6-CF4C-4D21-9AE7-9CDDB0AC7AF8}\ControlSet003\Services,,None,Floppy Disk Driver,Disabled,KernelDriver,2015-08-24 06:51:55.0781250,,,system32\DRIVERS\flpydisk.sys,,
FltMgr,CMI-CreateHive{701CAAB6-CF4C-4D21-9AE7-9CDDB0AC7AF8}\ControlSet003\Services,File System Filter Manager Driver,None,FltMgr,Boot,FileSystemDriver,2015-09-13 04:18:01.5625000,,FSFilter Infrastructure,system32\drivers\fltmgr.sys,,
FontCache3.0.0.0,CMI-CreateHive{701CAAB6-CF4C-4D21-9AE7-9CDDB0AC7AF8}\ControlSet003\Services,"@%SystemRoot%\system32\PresentationHost.exe,-3310",None,"@%SystemRoot%\system32\PresentationHost.exe,-3309",Manual,Win32OwnProcess,2015-08-23 21:26:05.6725000,,,%systemroot%\Microsoft.Net\Framework\v3.0\WPF\PresentationFontCache.exe,,
